crawl_time,docket_type,docket_page_link,Protestor,Solicitation Number,Agency,File number,Status,Filed Date,Due Date,Case Type,GAO Attorney,Outcome,Decision Date,Decision link,Decision Highlight
2021-10-07 12:00:33,closed,https://www.gao.gov/docket/b-418977.1,"NCI Information Systems, Inc.",319155,Department of the Army : U.S. Army Materiel Command,B-418977.1,,"Aug 3, 2020","Nov 12, 2020",Bid Protest,Michael P. Grogan,Denied,"Nov 4, 2020",https://www.gao.gov/products/b-418977,"NCI Information Systems, Inc. (NCI), of Reston, Virginia, protests the issuance of a task order to General Dynamics Information Technology Services (GDIT), under task order proposal request (TOPR) No. 319155, issued by the Department of the Army, Army Materiel Command, for information technology (IT) support services. The protester contends that the agency's evaluation of NCI's proposal was unreasonable and inconsistent with the terms of the solicitation.


        We deny the protest."
2021-10-07 12:00:37,closed,https://www.gao.gov/docket/b-417836.4,"Ohio KePRO, Inc.",190361,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-417836.4,,"Jul 27, 2020","Nov 4, 2020",Bid Protest,Katherine I. Riback,Sustained,"Nov 4, 2020","https://www.gao.gov/products/b-417836.4,b-417836.5","Ohio KePRO, Inc. (KEPRO), of Harrisburg, Pennsylvania, protests the issuance of a task order to Livanta, LLC, of Annapolis Junction, Maryland, under task order request for proposals (TORP) No. 190361, issued by the Department of Health and Human Services, Centers for Medicare and Medicaid Services (CMS), for beneficiary oversight and claim review services. KEPRO challenges the agency's evaluation of proposals and contends that the agency engaged in unequal discussions.


        We sustain the protest."
2021-10-07 12:00:41,closed,https://www.gao.gov/docket/b-419133.1,"PAE Applied Technologies, LLC",N00421-18-R-0038,Department of the Navy : Naval Air Systems Command,B-419133.1,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Evan D. Wesser,Denied,"Nov 4, 2020",https://www.gao.gov/products/b-419133,"PAE Applied Technologies, LLC, of Fort Worth, Texas, protests the award of a contract to Reliance Test & Technology, LLC, of Crestview, Florida, under request for proposals (RFP) No. N00421-18-R-0038, which was issued by the Department of the Navy, Naval Air Systems Command, for technical support services for the Atlantic Test Range (ATR) and the Atlantic Targets and Marine Operations (ATMO) Division. PAE challenges the agency's evaluation of proposals and resulting source selection decision.


        We deny the protest."
2021-10-07 12:00:47,closed,https://www.gao.gov/docket/b-419262.1,"E3 Federal Solutions, LLC dba Avantus Federal",70RWMD20R00000001,Department of Homeland Security,B-419262.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Heather Self,Dismissed,"Nov 3, 2020",,
2021-10-07 12:00:49,closed,https://www.gao.gov/docket/b-419389.1,"WingSwept, LLC",CORHQ-20-R-0091,Independent Agencies and Govt Corporations : Federal Deposit Insurance Corporation,B-419389.1,,"Oct 26, 2020","Feb 3, 2021",Bid Protest,Evan Williams,Withdrawn,"Nov 3, 2020",,
2021-10-07 12:00:50,closed,https://www.gao.gov/docket/b-419364.1,"Duty First Consulting, LLC",86615120Q00001,Department of Housing and Urban Development,B-419364.1,,"Oct 19, 2020","Jan 27, 2021",Bid Protest,Louis A. Chiarella,Dismissed,"Nov 3, 2020",,
2021-10-07 12:00:52,closed,https://www.gao.gov/docket/b-418970.3,ARTEL LLC,RFQ1423934,Department of Defense : Defense Information Systems Agency,B-418970.3,,"Oct 14, 2020","Jan 22, 2021",Bid Protest,Jonathan L. Kang,Dismissed,"Nov 3, 2020",,
2021-10-07 12:00:54,closed,https://www.gao.gov/docket/b-418970.2,ARTEL LLC,RFQ1423934,Department of Defense : Defense Information Systems Agency,B-418970.2,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Jonathan L. Kang,Dismissed,"Nov 3, 2020",,
2021-10-07 12:00:55,closed,https://www.gao.gov/docket/b-419197.1,"NTT DATA Services Federal Government, Inc.",75D301-20-R-67883,Department of Health and Human Services,B-419197.1,,"Sep 25, 2020","Jan 4, 2021",Bid Protest,John Sorrenti,Dismissed,"Nov 2, 2020",,
2021-10-07 12:00:57,closed,https://www.gao.gov/docket/b-419280.3,Enquizit Inc.,030ADV20R0100,Legislative Agencies : Library of Congress,B-419280.3,,"Oct 23, 2020","Feb 1, 2021",Bid Protest,Kasia Dourney,Withdrawn,"Nov 2, 2020",,
2021-10-07 12:00:58,closed,https://www.gao.gov/docket/b-419280.2,Enquizit Inc.,030ADV20R0100,Legislative Agencies : Library of Congress,B-419280.2,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Kasia Dourney,Withdrawn,"Nov 2, 2020",,
2021-10-07 12:01:00,closed,https://www.gao.gov/docket/b-419241.1,"FujiFilm Medical Systems USA, Inc.",246-20-P-0105,Department of Health and Human Services : Indian Health Service,B-419241.1,,"Oct 2, 2020","Jan 11, 2021",Bid Protest,Kasia Dourney,Dismissed,"Nov 2, 2020",,
2021-10-07 12:01:01,closed,https://www.gao.gov/docket/b-419386.1,"Burning Castle, LLC",N61340-20-R-0011,Department of the Navy : Naval Air Systems Command,B-419386.1,,"Oct 26, 2020","Feb 3, 2021",Bid Protest,Charmaine Stevenson,Dismissed,"Nov 2, 2020",,
2021-10-07 12:01:04,closed,https://www.gao.gov/docket/b-415760.5,"Posterity Arora JV, LLC",W81K04-17-R-0004,Department of the Army,B-415760.5,,"Jul 27, 2020","Nov 4, 2020",Bid Protest,John Sorrenti,Denied,"Nov 2, 2020",https://www.gao.gov/products/b-415760.5,"Posterity Arora JV, LLC (Posterity), of Rockville, Maryland, protests the award of a contract to WiseStaff, LLC, of Houston, Texas, under request for proposals (RFP) No. W81K04-17-R-0004, issued by the Department of the Army, for licensed vocational nurses (LVNs) and certified nursing assistants (CNAs) for the San Antonio Military Health System. Posterity protests that the agency's evaluation was unreasonable and improperly converted a best-value tradeoff procurement into a lowest-price, technically acceptable (LPTA) competition; applied an unstated evaluation criterion; and deviated from the solicitation terms.


        We deny the protest."
2021-10-07 12:01:08,closed,https://www.gao.gov/docket/b-417858.8,"Systems Integration & Development, LLC",1354981,Department of Commerce : National Oceanic and Atmospheric Administration,B-417858.8,,"Aug 12, 2020","Nov 20, 2020",Bid Protest,Heather Weiner,Denied,"Nov 2, 2020","https://www.gao.gov/products/b-417858.6,b-417858.8,b-417858.11","Systems Integration & Development, LLC (SID), a small business located in Rockville, Maryland, protests the evaluation of its quotation under request for quotations (RFQ) No. 1354981, issued by the Department of Commerce, National Oceanic and Atmospheric Administration (NOAA), to establish multiple blanket purchase agreements (BPAs), for information technology support services. The protester challenges the agency's evaluation of its technical quotation and argues that the evaluation reflects disparate treatment.


        We deny the protest."
2021-10-07 12:01:10,closed,https://www.gao.gov/docket/b-419138.1,"Government Contracting Services, LLC",36C10F20R0065,Department of Veterans Affairs,B-419138.1,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Jacob Talcott,Dismissed,"Nov 2, 2020",,
2021-10-07 12:01:11,closed,https://www.gao.gov/docket/b-419037.1,"Caduceus Healthcare, Inc.",70T05020R9NSPP019,Department of Homeland Security : Transportation Security Administration,B-419037.1,,"Aug 24, 2020","Dec 2, 2020",Bid Protest,Evan D. Wesser,Withdrawn,"Nov 2, 2020",,
2021-10-07 12:01:14,closed,https://www.gao.gov/docket/b-417858.6,"Systems Integration & Development, LLC",1354981,Department of Commerce : National Oceanic and Atmospheric Administration,B-417858.6,,"Jul 23, 2020","Nov 2, 2020",Bid Protest,Heather Weiner,Denied,"Nov 2, 2020","https://www.gao.gov/products/b-417858.6,b-417858.8,b-417858.11","Systems Integration & Development, LLC (SID), a small business located in Rockville, Maryland, protests the evaluation of its quotation under request for quotations (RFQ) No. 1354981, issued by the Department of Commerce, National Oceanic and Atmospheric Administration (NOAA), to establish multiple blanket purchase agreements (BPAs), for information technology support services. The protester challenges the agency's evaluation of its technical quotation and argues that the evaluation reflects disparate treatment.


        We deny the protest."
2021-10-07 12:01:17,closed,https://www.gao.gov/docket/b-419110.1,"JSR, Inc.",FA4661-20-R-0001,Department of the Air Force,B-419110.1,,"Sep 8, 2020","Dec 17, 2020",Bid Protest,Jonathan L. Kang,Denied,"Nov 2, 2020",https://www.gao.gov/products/b-419110,"JSR, Inc., a small business, of Schertz, Texas, protests the decision by the Department of the Air Force to exclude its proposal from the competition conducted under (RFP) No. FA4661-20-R-0001, which was issued for construction and design-build services. JSR argues that the agency improperly excluded its proposal based on its suspension from federal contracting because, the protester contends, the suspension and debarment provisions of the Federal Acquisition Regulation (FAR) do not apply to the award of indefinite-delivery, indefinite-quantity (IDIQ) contracts; the FAR provisions permit agencies to award new IDIQ contracts to suspended contractors; and the RFP's guaranteed minimum is insufficient to create a binding contract.


        We deny in part and dismiss in part the protest."
2021-10-07 12:01:21,closed,https://www.gao.gov/docket/b-419149.1,"Skyquest Aviation, LLC",N40192-20-R-7040,Department of the Navy : Naval Facilities Engineering Command,B-419149.1,,"Sep 17, 2020","Dec 28, 2020",Bid Protest,Christopher Alwood,Dismissed,"Nov 2, 2020",,
2021-10-07 12:01:24,closed,https://www.gao.gov/docket/b-417858.11,"Systems Integration & Development, LLC",1354981,Department of Commerce : National Oceanic and Atmospheric Administration,B-417858.11,,"Sep 3, 2020","Dec 14, 2020",Bid Protest,Heather Weiner,Denied,"Nov 2, 2020","https://www.gao.gov/products/b-417858.6,b-417858.8,b-417858.11","Systems Integration & Development, LLC (SID), a small business located in Rockville, Maryland, protests the evaluation of its quotation under request for quotations (RFQ) No. 1354981, issued by the Department of Commerce, National Oceanic and Atmospheric Administration (NOAA), to establish multiple blanket purchase agreements (BPAs), for information technology support services. The protester challenges the agency's evaluation of its technical quotation and argues that the evaluation reflects disparate treatment.


        We deny the protest."
2021-10-07 12:01:26,closed,https://www.gao.gov/docket/b-419308.1,PASSA LTD LLC,FA442720Q0144,Department of the Air Force,B-419308.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Hannah G. Barnes,Dismissed,"Nov 2, 2020",,
2021-10-07 12:01:28,closed,https://www.gao.gov/docket/b-419266.1,"Synergy Business Innovation & Solutions, Inc.",Unknown;Contract No. 73351020C0029,Independent Agencies and Govt Corporations : Small Business Administration,B-419266.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Michael P. Grogan,Dismissed,"Nov 2, 2020",,
2021-10-07 12:01:29,closed,https://www.gao.gov/docket/b-419357.1,"FITT Scientific, LLC",W52P1J-19-R-0018,Department of the Army : U.S. Army Materiel Command,B-419357.1,,"Oct 19, 2020","Jan 27, 2021",Bid Protest,Michael Willems,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:31,closed,https://www.gao.gov/docket/b-419201.1,"KMM Technologies, Inc.",47HAA020Q0019,Independent Agencies and Govt Corporations : General Services Administration,B-419201.1,,"Sep 28, 2020","Jan 6, 2021",Bid Protest,Raymond Richards,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:34,closed,https://www.gao.gov/docket/b-418870.6,"Perspecta Enterprise Solutions, LLC",91003119R0008,Department of Education,B-418870.6,,"Aug 5, 2020","Nov 13, 2020",Bid Protest,Mary G. Curcio,Denied,"Oct 30, 2020","https://www.gao.gov/products/b-418870.6,b-418870.7","Perspecta Enterprise Solutions, LLC, of Herndon, Virginia, protests the decision by the Department of Education (DOE) to reject, as unacceptable, the proposal it submitted in response to request for proposals (RFP) No. 91003119-R-0008, which was issued for services in support of the Office of Federal Student Aid's (FSA) Business Process Operations (BPO) requirement. The protester argues that the agency improperly evaluated its proposal under the technical and past performance factors, and engaged in disparate treatment.


        We deny the protest."
2021-10-07 12:01:36,closed,https://www.gao.gov/docket/b-419105.1,"Colossal Contracting, LLC",36C10B20Q0406,Department of Veterans Affairs,B-419105.1,,"Sep 8, 2020","Dec 17, 2020",Bid Protest,Hannah G. Barnes,Withdrawn,"Oct 30, 2020",,
2021-10-07 12:01:38,closed,https://www.gao.gov/docket/b-418870.7,"Perspecta Enterprise Solutions, LLC",91003119R0008,Department of Education,B-418870.7,,"Sep 14, 2020","Dec 23, 2020",Bid Protest,Mary G. Curcio,Denied,"Oct 30, 2020","https://www.gao.gov/products/b-418870.6,b-418870.7","Perspecta Enterprise Solutions, LLC, of Herndon, Virginia, protests the decision by the Department of Education (DOE) to reject, as unacceptable, the proposal it submitted in response to request for proposals (RFP) No. 91003119-R-0008, which was issued for services in support of the Office of Federal Student Aid's (FSA) Business Process Operations (BPO) requirement. The protester argues that the agency improperly evaluated its proposal under the technical and past performance factors, and engaged in disparate treatment.


        We deny the protest."
2021-10-07 12:01:40,closed,https://www.gao.gov/docket/b-419192.2,"Eagle Harbor, LLC",831914217,Department of Defense : Defense Information Systems Agency,B-419192.2,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Charmaine Stevenson,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:42,closed,https://www.gao.gov/docket/b-419299.1,"RRDS, Inc.",70T05020Q9DMED057,Department of Homeland Security : Transportation Security Administration,B-419299.1,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Todd C. Culliton,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:43,closed,https://www.gao.gov/docket/b-419252.1,"All-Rite Construction, Inc.",140P1220R0007,Department of the Interior : National Park Service,B-419252.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Raymond Richards,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:45,closed,https://www.gao.gov/docket/b-419255.1,"AFG Group, Inc.",47PM0920R0032,Independent Agencies and Govt Corporations : Public Buildings Service,B-419255.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Christine Milne,Withdrawn,"Oct 30, 2020",,
2021-10-07 12:01:47,closed,https://www.gao.gov/docket/b-419252.2,"All-Rite Construction, Inc.",140P1220R0007,Department of the Interior : National Park Service,B-419252.2,,"Oct 13, 2020","Jan 21, 2021",Bid Protest,Raymond Richards,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:49,closed,https://www.gao.gov/docket/b-419332.1,"Cybermedia Technologies, Inc.",19AQMM20R0116,Department of State,B-419332.1,,"Oct 14, 2020","Jan 22, 2021",Bid Protest,Christopher Alwood,Dismissed,"Oct 30, 2020",,
2021-10-07 12:01:52,closed,https://www.gao.gov/docket/b-419284.1,"Genesis Design and Development, LLC.",951700-20-R-0011,Independent Agencies and Govt Corporations : U.S. Agency for Global Media,B-419284.1,,"Oct 8, 2020","Jan 19, 2021",Bid Protest,Michael P. Grogan,Dismissed,"Oct 29, 2020",,
2021-10-07 12:01:54,closed,https://www.gao.gov/docket/b-419355.1,"Pitney Bowes, Inc.",70CTD020Q00000147,Department of Homeland Security : United States Immigration and Customs Enforcement,B-419355.1,,"Oct 19, 2020","Jan 27, 2021",Bid Protest,Jacob Talcott,Dismissed,"Oct 29, 2020",,
2021-10-07 12:01:56,closed,https://www.gao.gov/docket/b-419189.2,"Blueprint Consulting Services, LLC-  dba Excelicon",70FA3020Q00000010,Department of Homeland Security : Federal Emergency Management Agency,B-419189.2,,"Oct 9, 2020","Jan 19, 2021",Bid Protest,Heather Self,Dismissed,"Oct 29, 2020",,
2021-10-07 12:02:01,closed,https://www.gao.gov/docket/b-419250.1,Unico Mechanical Corporation,140R3020R0025,Department of the Interior : Bureau of Reclamation,B-419250.1,,"Oct 5, 2020","Jan 13, 2021",Bid Protest,Heather Self,Denied,"Oct 29, 2020",https://www.gao.gov/products/b-419250,"Unico Mechanical Corp., a small business of Benicia, California, protests the award of a contract to Marine Diving Solutions, LLC, of Centennial, Colorado, under request for proposals (RFP) No. 140R3020R0025, issued by the Department of the Interior, Bureau of Reclamation for replacement of the intake tower cylinder gate stem assemblies at Hoover Dam. Unico challenges the agency's evaluation of proposals, the agency's affirmative responsibility determination for the awardee, and contends that it was improper for the agency to make award without establishing a competitive range and conducting discussions.


        We dismiss the protest in part and deny the protest in part."
