docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary,Decision Highlight
https://www.gao.gov/docket/b-419060.1,"Talion Construction, LLC",36C25820B0016,Department of Veterans Affairs,B-419060.1,Dismissed,"Oct 16, 2020","Aug 28, 2020","Dec 7, 2020",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-418976.2,"ThREE Consulting, LLC",Unknown,Department of the Army : U.S. Army Materiel Command,B-418976.2,Dismissed,"Oct 15, 2020","Oct 15, 2020","Jan 25, 2021",Bid Protest,Paula A. Williams,,
https://www.gao.gov/docket/b-419234.1,"ServeFed, Inc.",N/A,Independent Agencies and Govt Corporations : Social Security Administration,B-419234.1,Dismissed,"Oct 15, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,Heather Weiner,,
https://www.gao.gov/docket/b-419251.1,"Vares Contracting, Inc.",140F0220Q0025,Department of the Interior : United States Fish and Wildlife Service,B-419251.1,Dismissed,"Oct 15, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-418557.3,"Corps Medical Supply, LLC",36C25619Q0384,Department of Veterans Affairs,B-418557.3,Dismissed,"Oct 15, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,Paul N. Wengert,,
https://www.gao.gov/docket/b-418557.2,"Corps Medical Supply, LLC",36C25619Q0384,Department of Veterans Affairs,B-418557.2,Dismissed,"Oct 15, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Paul N. Wengert,,
https://www.gao.gov/docket/b-419218.1,"Definitive Business Solutions, Inc",103020EHE29_01,Department of State,B-419218.1,Dismissed,"Oct 15, 2020","Sep 29, 2020","Jan 7, 2021",Bid Protest,Todd C. Culliton,,
https://www.gao.gov/docket/b-418626.7,swiftINTEL JV,28321320Q00000011,Independent Agencies and Govt Corporations : Social Security Administration,B-418626.7,Dismissed,"Oct 15, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-418626.6,"Zolon PCS, LLC",28321320Q00000011,Independent Agencies and Govt Corporations : Social Security Administration,B-418626.6,Dismissed,"Oct 15, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-418976.1,"ThREE Consulting, LLC",Unknown,Department of the Army : U.S. Army Materiel Command,B-418976.1,Dismissed,"Oct 15, 2020","Aug 3, 2020","Nov 12, 2020",Bid Protest,Paula A. Williams,,
https://www.gao.gov/docket/b-419159.1,The Povolny Group,36E77620R0030,Department of Veterans Affairs,B-419159.1,Dismissed,"Oct 15, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Michael P. Grogan,,
https://www.gao.gov/docket/b-418908.1,Potomac Electric Corporation,SPRDL1-19-R-0327,Department of Defense : Defense Logistics Agency,B-418908.1,Denied,"Oct 15, 2020","Jul 10, 2020","Oct 19, 2020",Bid Protest,Kasia Dourney,"B-418908,B-418908.2","https://www.gao.gov/products/b-418908,b-418908.2
Highlights


Potomac Electric Corporation, a small business of Boston, Massachusetts, protests the terms of request for proposals (RFP) No. SPRDL1-19-R-0327, issued by the Defense Logistics Agency (DLA), Land Warren unit, for DC traverse electric motors. Potomac argues that the RFP is unduly restrictive in that it limits the competition to only two previously approved sources of supply. The protester also challenges the process to become an approved source, arguing it is unfair because it fails to provide a reasonable opportunity for alternative sources to become approved. Finally, the protester contends that the restrictive nature of the procurement is due to the agency's lack of advanced planning.


        We deny the protest."
https://www.gao.gov/docket/b-418908.2,Potomac Electric Corporation,SPRDL1-19-R-0327,Department of Defense : Defense Logistics Agency,B-418908.2,Denied,"Oct 15, 2020","Aug 18, 2020","Nov 27, 2020",Bid Protest,Kasia Dourney,"B-418908,B-418908.2","https://www.gao.gov/products/b-418908,b-418908.2
Highlights


Potomac Electric Corporation, a small business of Boston, Massachusetts, protests the terms of request for proposals (RFP) No. SPRDL1-19-R-0327, issued by the Defense Logistics Agency (DLA), Land Warren unit, for DC traverse electric motors. Potomac argues that the RFP is unduly restrictive in that it limits the competition to only two previously approved sources of supply. The protester also challenges the process to become an approved source, arguing it is unfair because it fails to provide a reasonable opportunity for alternative sources to become approved. Finally, the protester contends that the restrictive nature of the procurement is due to the agency's lack of advanced planning.


        We deny the protest."
https://www.gao.gov/docket/b-419189.1,"Blueprint Consulting Services, LLC-  dba Excelicon",70FA3020Q00000010,Department of Homeland Security : Federal Emergency Management Agency,B-419189.1,Dismissed,"Oct 14, 2020","Sep 24, 2020","Jan 4, 2021",Bid Protest,Heather Self,,
https://www.gao.gov/docket/b-418773.3,"M6-Vets, LLC",9531CB19Q0112,Independent Agencies and Govt Corporations : Consumer Financial Protection Bureau,B-418773.3,Dismissed,"Oct 14, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Glenn G. Wolcott,,
https://www.gao.gov/docket/b-419275.1,"Speedway Orion, JV",n62473-18-d-5816,Department of the Navy : Naval Facilities Engineering Command,B-419275.1,Dismissed,"Oct 14, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Tania Calhoun,,
https://www.gao.gov/docket/b-418672.2,Valwest Construction,FA4861-19-R-A001,Department of the Air Force,B-418672.2,Dismissed,"Oct 14, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Charmaine Stevenson,,
https://www.gao.gov/docket/b-419131.1,"ABS-A Best Services, Inc.",W9126G-20-Q-3087,Department of the Army : Corps of Engineers,B-419131.1,Dismissed,"Oct 14, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-418773.2,"M6-Vets, LLC",9531CB19Q0112,Independent Agencies and Govt Corporations : Consumer Financial Protection Bureau,B-418773.2,Dismissed,"Oct 14, 2020","Sep 11, 2020","Dec 21, 2020",Bid Protest,Glenn G. Wolcott,,
https://www.gao.gov/docket/b-418690.3,Tridentis LLC,N00178-19-R-3500,Department of the Navy : Naval Sea Systems Command,B-418690.3,Denied,"Oct 14, 2020","Jul 6, 2020","Oct 14, 2020",Bid Protest: Entitlement,Katherine I. Riback,B-418690.3,"https://www.gao.gov/products/b-418690.3
Highlights


Tridentis, LLC, a small business of Alexandria, Virginia, requests that our Office recommend that the Department of the Navy, Naval Surface Warfare Center, reimburse the firm the costs of filing and pursuing its protest, including reasonable attorney's fees. The protester previously protested with our Office the award of a contract to Marine Systems Corporation (MSC), pursuant to request for proposals (RFP) No. N00178-19-R-3500, issued by the Navy for ship integration services that address the physical design, installation, test and maintenance of warfare systems and to ensure systems are installed correctly aboard ships and in accordance with ship building specifications.


        In response to the protester's request for reimbursement, the Navy agrees to reimburse the protester its costs of pursuing its challenges to the agency's evaluation of past performance and its best-value determination. We deny the protester's request to recommend that the agency reimburse costs related to pursuing protest issues beyond those the agency has agreed to pay."
https://www.gao.gov/docket/b-419145.1,"Palisade Strategies, LLC",36C24520Q0712,Department of Veterans Affairs,B-419145.1,Dismissed,"Oct 14, 2020","Sep 16, 2020","Dec 28, 2020",Bid Protest,Glenn G. Wolcott,,
https://www.gao.gov/docket/b-419165.1,Melia Hanoi,19VM3019P0295,Department of State,B-419165.1,Dismissed,"Oct 13, 2020","Sep 21, 2020","Dec 30, 2020",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-418781.2,"People, Technology and Processes, LLC",W9124L-20-R-0020,Department of the Army,B-418781.2,Withdrawn,"Oct 13, 2020","Aug 31, 2020","Dec 9, 2020",Bid Protest,Raymond Richards,,
https://www.gao.gov/docket/b-419267.1,"Paragon Systems, Inc.",333011-20-RRP-0004DL,Independent Agencies and Govt Corporations : National Gallery of Art,B-419267.1,Withdrawn,"Oct 9, 2020","Oct 6, 2020","Jan 14, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-418950.1,"Inalab Consulting, Inc.",47QREB-20-R-0001,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418950.1,Denied,"Oct 9, 2020","Jul 23, 2020","Nov 2, 2020",Bid Protest,Louis A. Chiarella,B-418950,"https://www.gao.gov/products/b-418950
Highlights


Inalab Consulting, Inc., an 8(a) small business of Fairfax, Virginia, protests the elimination of its proposal from consideration for award under request for proposals (RFP) No. 47QREB-20-R-0001--referred to as the Human Capital and Training Solutions (HCaTS) 8(a) solicitation--issued by the General Services Administration (GSA) to provide training and development services across the federal government. Inalab contends that the agency's rejection of its proposal as noncompliant was improper.


        We deny the protest."
https://www.gao.gov/docket/b-418876.2,"Trusted Mission Solutions, Inc.",20341420R00001,Department of the Treasury : Bureau of the Fiscal Service,B-418876.2,Denied,"Oct 9, 2020","Jul 6, 2020","Oct 14, 2020",Bid Protest,Alexander O. Levine,B-418876.2,"https://www.gao.gov/products/b-418876.2
Highlights


Trusted Mission Solutions, Inc. (TMS), a small business located in Vienna, Virginia, protests the issuance of a task order to Octo Metric LLC, a small business located in Atlanta, Georgia, by the Department of the Treasury, Bureau of the Fiscal Service, under request for proposals (RFP) No. 20341420R00001 for development operations (DevOps) and software development services. The protester contends that the agency conducted an unreasonable cost evaluation of its proposal and unreasonably reduced the competition to only one offeror, Octo Metric.


        We deny the protest."
https://www.gao.gov/docket/b-419112.2,"Linchpin Solutions, Inc.",M68909-20-R-7600,Department of Defense : United States Marine Corps,B-419112.2,Dismissed,"Oct 9, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Louis A. Chiarella,,
https://www.gao.gov/docket/b-419109.2,"Dynamic Systems Technology, Inc.",W15QKN-20-R-0055,Department of the Army : U.S. Army Materiel Command,B-419109.2,Dismissed,"Oct 8, 2020","Sep 30, 2020","Jan 8, 2021",Bid Protest,Jacob Talcott,,
https://www.gao.gov/docket/b-419203.1,"Corps Medical Supply, LLC",36C25520Q0543,Department of Veterans Affairs,B-419203.1,Dismissed,"Oct 8, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Jacob Talcott,,
https://www.gao.gov/docket/b-419072.2,"DynCorp International, LLC",N62742-20-R-1199,Department of the Navy : Naval Facilities Engineering Command,B-419072.2,Withdrawn,"Oct 8, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Louis A. Chiarella,,
https://www.gao.gov/docket/b-419128.1,"GPI-Renaissance JV, LLC",36C10R19R0065,Department of Veterans Affairs,B-419128.1,Dismissed,"Oct 8, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419011.1,"General Dynamics Information Technology, Inc.",RFQ-CMS-200972,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-419011.1,Withdrawn,"Oct 8, 2020","Aug 14, 2020","Nov 23, 2020",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-418875.2,"MindPoint Group, LLC",140D0420Q0189,Department of the Interior,B-418875.2,Denied,"Oct 8, 2020","Jul 2, 2020","Oct 13, 2020",Bid Protest,Lois Hanshaw,"B-418875.2,B-418875.4","https://www.gao.gov/products/b-418875.2,b-418875.4
Highlights


MindPoint Group, LLC (MPG), a small business of Alexandria, Virginia, protests the award of a contract to CENTERPOINT, Inc. (Centerpoint), a small business of Leesburg, Virginia, under request for quotations (RFQ) No. 140D0420Q0189, issued by the Department of the Interior (DOI), on behalf of the Department of Health and Human Services (HHS), for cybersecurity support services in support of HHS's Office of the Chief Information Officer. MPG raises various challenges to the agency's evaluation of MPG's and Centerpoint's quotations.


        We deny the protest."
https://www.gao.gov/docket/b-418885.2,LexisNexis-Division of RELX Inc.,2032H8-19-R-00003,Department of the Treasury : Internal Revenue Service,B-418885.2,Denied,"Oct 8, 2020","Aug 17, 2020","Nov 25, 2020",Bid Protest,Paul N. Wengert,"B-418885,B-418885.2","https://www.gao.gov/products/b-418885,b-418885.2
Highlights


LexisNexis, a division of RELX, Inc. (Lexis), of Washington, D.C., protests the award of contracts to Bureau of National Affairs, Inc. (BNA), of Boston, Massachusetts, and to West Publishing Corporation, doing business as West, a Thomson Reuters Business (Thomson), of Eagan, Minnesota, under request for proposals (RFP) No. 2032H8-19-R-00003, issued by the Department of the Treasury, Internal Revenue Service (IRS), for commercial online research services in the form of a specialized tax research service and a more general comprehensive research service, respectively. Lexis argues that Treasury misevaluated the proposals, held defective discussions, and made unreasonable source selection decisions.


        We deny the protest."
https://www.gao.gov/docket/b-419109.1,"Dynamic Systems Technology, Inc.",W15QKN-20-R-0055,Department of the Army : U.S. Army Materiel Command,B-419109.1,Dismissed,"Oct 8, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Jacob Talcott,,
https://www.gao.gov/docket/b-419104.1,Cetechs,W81K00-20-Q-0113,Department of the Army,B-419104.1,Dismissed,"Oct 8, 2020","Sep 8, 2020","Dec 17, 2020",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-418885.1,LexisNexis-Division of RELX Inc.,2032H8-19-R-00003,Department of the Treasury : Internal Revenue Service,B-418885.1,Denied,"Oct 8, 2020","Jul 6, 2020","Oct 14, 2020",Bid Protest,Paul N. Wengert,"B-418885,B-418885.2","https://www.gao.gov/products/b-418885,b-418885.2
Highlights


LexisNexis, a division of RELX, Inc. (Lexis), of Washington, D.C., protests the award of contracts to Bureau of National Affairs, Inc. (BNA), of Boston, Massachusetts, and to West Publishing Corporation, doing business as West, a Thomson Reuters Business (Thomson), of Eagan, Minnesota, under request for proposals (RFP) No. 2032H8-19-R-00003, issued by the Department of the Treasury, Internal Revenue Service (IRS), for commercial online research services in the form of a specialized tax research service and a more general comprehensive research service, respectively. Lexis argues that Treasury misevaluated the proposals, held defective discussions, and made unreasonable source selection decisions.


        We deny the protest."
https://www.gao.gov/docket/b-418842.2,"The i4 Group Consulting, LLC",1430658,Department of the Air Force,B-418842.2,Denied,"Oct 8, 2020","Aug 14, 2020","Nov 23, 2020",Bid Protest: Reconsideration,Young H. Cho,B-418842.2,"https://www.gao.gov/products/b-418842.2
Highlights


The i4 Group Consulting, LLC, of Allen, Texas, requests that we reconsider our decision in The i4 Group Consulting, LLC, B-418842, Aug. 11, 2020, 2020 CPD ¶ 270, denying its protest challenging the award of a contract to FWDthink, Inc., of Washington, D.C., under request for quotations (RFQ) No. 1430658, issued by the Department of the Air Force for virtual training courses. i4 argues that our decision should be reconsidered because our decision was based on requirements that were not part of the solicitation.


        We deny the request for the reconsideration."
