docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary
https://www.gao.gov/docket/b-419298.2,"LOUI Consulting Group, Inc.",HT0015-F-19-0034,Department of Defense : Defense Health Agency,B-419298.2,Withdrawn,"Dec 3, 2020","Nov 19, 2020","Mar 1, 2021",Bid Protest,Stephanie B. Magnell,
https://www.gao.gov/docket/b-419052.2,"Adams Communication & Engineering Technology, Inc.",RS3-19-0005,Department of the Army : U.S. Army Materiel Command,B-419052.2,Denied,"Dec 3, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Paula A. Williams,"B-419052,B-419052.2,B-419052.3"
https://www.gao.gov/docket/b-419071.1,"Sevenson Environmental Services, Inc.",W912DQ-19-R-3009,Department of the Army : Corps of Engineers,B-419071.1,Denied,"Dec 2, 2020","Aug 31, 2020","Dec 9, 2020",Bid Protest,Glenn G. Wolcott,B-419071
https://www.gao.gov/docket/b-418776.4,"Federal Acquisition Services Team OASIS JV, LLC",70RCSA20Q00000028,Department of Homeland Security,B-418776.4,Dismissed,"Dec 2, 2020","Nov 12, 2020","Feb 22, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-418684.3,"Excelsior Ambulance Service, Inc.",36C24720R0012,Department of Veterans Affairs,B-418684.3,Dismissed,"Dec 2, 2020","Nov 6, 2020","Feb 16, 2021",Bid Protest,Heather Weiner,
https://www.gao.gov/docket/b-418776.3,Management and Technical Services Alliance- JV,70RCSA20Q00000028,Department of Homeland Security,B-418776.3,Dismissed,"Dec 2, 2020","Nov 12, 2020","Feb 22, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-418684.2,"Excelsior Ambulance Service, Inc.",36C24720R0012,Department of Veterans Affairs,B-418684.2,Dismissed,"Dec 2, 2020","Oct 29, 2020","Feb 8, 2021",Bid Protest,Heather Weiner,
https://www.gao.gov/docket/b-418776.2,"Integrity Management Consulting, Inc.",70RCSA20Q00000028,Department of Homeland Security,B-418776.2,Dismissed,"Dec 2, 2020","Nov 10, 2020","Feb 18, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419139.1,"HurtVet Subcontracting, LLC",36C26220R0173,Department of Veterans Affairs,B-419139.1,Denied,"Dec 2, 2020","Sep 14, 2020","Dec 23, 2020",Bid Protest,Christine Milne,B-419139
https://www.gao.gov/docket/b-419077.1,L5-MBM Joint Venture,W81K04-20-R-0010,Department of the Army,B-419077.1,Withdrawn,"Dec 2, 2020","Sep 2, 2020","Dec 11, 2020",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419232.2,Gentex Corporation,W91CRB-NG-IHPS-FRP,Department of the Army : U.S. Army Materiel Command,B-419232.2,Dismissed,"Dec 1, 2020","Oct 20, 2020","Jan 28, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419232.3,Gentex Corporation,W91CRB-NG-IHPS-FRP,Department of the Army : U.S. Army Materiel Command,B-419232.3,Dismissed,"Dec 1, 2020","Nov 12, 2020","Feb 22, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419418.1,"BlueIce Engineering, LLC",36C26220R0178,Department of Veterans Affairs,B-419418.1,Dismissed,"Dec 1, 2020","Nov 12, 2020","Feb 22, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419232.1,Gentex Corporation,W91CRB-NG-IHPS-FRP,Department of the Army : U.S. Army Materiel Command,B-419232.1,Dismissed,"Dec 1, 2020","Oct 1, 2020","Jan 11, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419415.1,"Elevated Technologies,Inc.",36C24721Q0062,Department of Veterans Affairs,B-419415.1,Dismissed,"Dec 1, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Stephanie B. Magnell,
https://www.gao.gov/docket/b-419289.1,"The LDM Group, LLC",FTC-0618-20-CA-0018,Independent Agencies and Govt Corporations : Federal Trade Commission,B-419289.1,Dismissed,"Dec 1, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419418.2,"Varian Medical Systems, Inc.",36C26220R0178,Department of Veterans Affairs,B-419418.2,Dismissed,"Dec 1, 2020","Nov 13, 2020","Feb 22, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419269.3,Theodor Wille Intertrade GmbH,SPE300-17-R-0016,Department of Defense : Defense Logistics Agency,B-419269.3,Dismissed,"Dec 1, 2020","Nov 16, 2020","Feb 24, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419269.2,Theodor Wille Intertrade GmbH,SPE300-17-R-0016,Department of Defense : Defense Logistics Agency,B-419269.2,Dismissed,"Dec 1, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419269.1,Theodor Wille Intertrade GmbH,SPE300-17-R-0016,Department of Defense : Defense Logistics Agency,B-419269.1,Dismissed,"Dec 1, 2020","Oct 6, 2020","Jan 14, 2021",Bid Protest,Charmaine Stevenson,
https://www.gao.gov/docket/b-419095.1,"Pacific Dredge and Construction, LLC",W912PL-20-B-0008,Department of the Army : Corps of Engineers,B-419095.1,Dismissed,"Nov 30, 2020","Sep 4, 2020","Dec 14, 2020",Bid Protest,Christopher An,
https://www.gao.gov/docket/b-419070.1,"Continuity Global Solutions-Secure Me WLL Security, JV",19AQMM20R0013,Department of State,B-419070.1,Denied,"Nov 30, 2020","Aug 31, 2020","Dec 9, 2020",Bid Protest,Jonathan L. Kang,B-419070
https://www.gao.gov/docket/b-419393.2,Raytheon Company,HQ0850-20-R-0003,Department of the Air Force,B-419393.2,Dismissed,"Nov 30, 2020","Nov 3, 2020","Feb 11, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-418955.2,"Johnson Controls Building Automation Systems, LLC",unknown,Department of the Army : Corps of Engineers,B-418955.2,Dismissed,"Nov 30, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419401.1,"Servexo Protective Services, Inc.",RFQ1459316,Department of the Navy : Naval Sea Systems Command,B-419401.1,Dismissed,"Nov 30, 2020","Nov 2, 2020","Feb 10, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419369.1,"American Cyber, Inc.",330932,Department of the Army : U.S. Army Materiel Command,B-419369.1,Withdrawn,"Nov 30, 2020","Oct 20, 2020","Jan 28, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419393.3,Raytheon Company,HQ0850-20-R-0003,Department of the Air Force,B-419393.3,Dismissed,"Nov 30, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419200.1,"Practical Solutions, Inc.",693JF720Q000023,Department of Transportation : Maritime Administration,B-419200.1,Withdrawn,"Nov 30, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Kenneth Kilgour,
https://www.gao.gov/docket/b-419393.4,Raytheon Company,HQ0850-20-R-0003,Department of the Air Force,B-419393.4,Dismissed,"Nov 30, 2020","Nov 19, 2020","Mar 1, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419409.1,"Comprehensive Health Services, LLC",70FB7021Q00000001,Department of Homeland Security : Federal Emergency Management Agency,B-419409.1,Withdrawn,"Nov 30, 2020","Nov 3, 2020","Feb 11, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-419338.1,"EMCOR Government Services, Inc.",1429714,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419338.1,Withdrawn,"Nov 30, 2020","Oct 15, 2020","Jan 25, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-419096.2,RiVidium Inc.,70US0920R70090023,Department of Homeland Security : United States Secret Service,B-419096.2,Denied,"Nov 30, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Mary G. Curcio,"B-419096,B-419096.2"
https://www.gao.gov/docket/b-419393.1,"AIRBUS U.S. Space and Defense, Inc.",HQ085020R0003,Department of the Air Force,B-419393.1,Dismissed,"Nov 30, 2020","Oct 28, 2020","Feb 5, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419096.1,RiVidium Inc.,70US0920R70090023,Department of Homeland Security : United States Secret Service,B-419096.1,Denied,"Nov 30, 2020","Sep 4, 2020","Dec 14, 2020",Bid Protest,Mary G. Curcio,"B-419096,B-419096.2"
https://www.gao.gov/docket/b-418962.2,Tactical Network Corporation,FA8217-20-R-5000,Department of the Air Force,B-418962.2,Denied,"Nov 30, 2020","Aug 26, 2020","Dec 4, 2020",Bid Protest,Paul N. Wengert,B-418962.2
https://www.gao.gov/docket/b-419036.2,"UpSlope Advisors, Inc.",HTC711-20-R-D006,Department of the Air Force,B-419036.2,Sustained,"Nov 25, 2020","Sep 18, 2020","Dec 28, 2020",Bid Protest,Christopher Alwood,"B-419036,B-419036.2"
https://www.gao.gov/docket/b-419094.1,"Katmai Integrated Services, LLC",47PE0720Q0006,Independent Agencies and Govt Corporations : Public Buildings Service,B-419094.1,Dismissed,"Nov 25, 2020","Sep 4, 2020","Dec 14, 2020",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419020.2,Pasha Hawaii Holdings LLC,693JF719R000034,Department of Transportation : Maritime Administration,B-419020.2,Sustained,"Nov 25, 2020","Aug 24, 2020","Dec 2, 2020",Bid Protest,Kenneth Kilgour,"B-419020,B-419020.2,B-419020.3"
https://www.gao.gov/docket/b-418925.4,"SMS Data Products Group, Inc.",QSU-OIS202000003,U.S. Capitol Police,B-418925.4,Denied,"Nov 25, 2020","Nov 13, 2020","Jan 19, 2021",Bid Protest,Evan D. Wesser,"B-418925.2,B-418925.3,B-418925.4"
https://www.gao.gov/docket/b-419295.1,"J. Squared, Inc. DBA- University Loft Company",FA4407-20-Q-W010,Department of the Air Force,B-419295.1,Dismissed,"Nov 25, 2020","Oct 9, 2020","Jan 19, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419328.1,Convergint Federal Solutions,28321320Q00000234,Independent Agencies and Govt Corporations : Social Security Administration,B-419328.1,Withdrawn,"Nov 25, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-419272.1,"Jose Ernesto Salazar, LLC",70B03C20R00000037,Department of Homeland Security : United States Customs and Border Protection,B-419272.1,Dismissed,"Nov 25, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419381.1,"Advant-Edge Solutions of Middle Atlantic, Inc.",HT001420R0012,Department of Defense : Defense Health Agency,B-419381.1,Dismissed,"Nov 25, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419434.1,"Innovative Federal Operations Group, LLC",SPE1C1-21-R-0008,Department of Defense : Defense Logistics Agency,B-419434.1,Withdrawn,"Nov 25, 2020","Nov 24, 2020","Mar 4, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-418925.3,"SMS Data Products Group, Inc.",QSU-OIS202000003,U.S. Capitol Police,B-418925.3,Denied,"Nov 25, 2020","Nov 2, 2020","Jan 6, 2021",Bid Protest,Evan D. Wesser,"B-418925.2,B-418925.3,B-418925.4"
https://www.gao.gov/docket/b-419020.3,Pasha Hawaii Holdings LLC,693JF719R000034,Department of Transportation : Maritime Administration,B-419020.3,Sustained,"Nov 25, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Kenneth Kilgour,"B-419020,B-419020.2,B-419020.3"
https://www.gao.gov/docket/b-419012.5,"Inter-Con Security Systems, Inc.",19AQMM20R0081,Department of State,B-419012.5,Withdrawn,"Nov 25, 2020","Nov 20, 2020","Mar 1, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-418925.2,"SMS Data Products Group, Inc.",QSU-OIS202000003,Legislative Agencies : United States Capitol Police,B-418925.2,Denied,"Nov 25, 2020","Oct 5, 2020","Dec 9, 2020",Bid Protest,Evan D. Wesser,"B-418925.2,B-418925.3,B-418925.4"
https://www.gao.gov/docket/b-419398.1,"W&S Solutions, LLC",36C24621Q0014,Department of Veterans Affairs,B-419398.1,Dismissed,"Nov 25, 2020","Oct 30, 2020","Feb 8, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419036.1,"UpSlope Advisors, Inc.",HTC711-20-R-D006,Department of the Air Force,B-419036.1,Sustained,"Nov 25, 2020","Aug 24, 2020","Dec 2, 2020",Bid Protest,Christopher Alwood,"B-419036,B-419036.2"
https://www.gao.gov/docket/b-419020.1,Pasha Hawaii Holdings LLC,693JF719R000034,Department of Transportation : Maritime Administration,B-419020.1,Sustained,"Nov 25, 2020","Aug 17, 2020","Nov 25, 2020",Bid Protest,Kenneth Kilgour,"B-419020,B-419020.2,B-419020.3"
https://www.gao.gov/docket/b-418440.8,"Odyssey Systems Consulting Group, Ltd.",FA8622-20-F-8236,Department of the Air Force,B-418440.8,Dismissed,"Nov 24, 2020","Aug 31, 2020","Dec 9, 2020",Bid Protest,April Y. Shields,"B-418440.8,B-418440.9"
https://www.gao.gov/docket/b-419208.3,"A T Kearney Public Sector & Defense Services, LLC",N00024-20-R-4303,Department of the Navy : Naval Sea Systems Command,B-419208.3,Withdrawn,"Nov 24, 2020","Nov 9, 2020","Feb 17, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-419208.2,"A T Kearney Public Sector & Defense Services, LLC",N00024-20-R-4303,Department of the Navy : Naval Sea Systems Command,B-419208.2,Withdrawn,"Nov 24, 2020","Sep 29, 2020","Jan 7, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-418078.3,"Integrated Systems, Inc.",GS00Q-13-DR-0001-P1P3P4,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-418078.3,Dismissed,"Nov 24, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-418750.2,"Eagle Harbor, LLC",140D0420R0007,Department of the Interior,B-418750.2,Dismissed,"Nov 24, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419123.5,"Advent Services, LLC",FA8650-20-R-4120,Department of the Air Force,B-419123.5,Dismissed,"Nov 24, 2020","Oct 14, 2020","Jan 22, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419353.1,"Banning Contracting Services, Inc.",36C24720Q0575,Department of Veterans Affairs,B-419353.1,Dismissed,"Nov 24, 2020","Oct 19, 2020","Jan 27, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-419395.1,In and Out Valet Company,36C26220R0162,Department of Veterans Affairs,B-419395.1,Dismissed,"Nov 24, 2020","Oct 29, 2020","Feb 8, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-418749.2,"Planned Systems International, Inc.",W9133L-20-R-1000,Department of the Army,B-418749.2,Dismissed,"Nov 24, 2020","Oct 21, 2020","Jan 29, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-418440.9,"Odyssey Systems Consulting Group, Ltd.",FA8622-20-F-8236,Department of the Air Force,B-418440.9,Dismissed,"Nov 24, 2020","Sep 16, 2020","Dec 28, 2020",Bid Protest,April Y. Shields,"B-418440.8,B-418440.9"
https://www.gao.gov/docket/b-419196.1,"Agiliti Health, Inc.",W81XWH20R0031,Department of the Army,B-419196.1,Dismissed,"Nov 23, 2020","Sep 25, 2020","Jan 4, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419249.2,"Cyberwolf Technologies, LLC",M67854-20-R-1719,Department of Defense : United States Marine Corps,B-419249.2,Withdrawn,"Nov 23, 2020","Oct 5, 2020","Jan 13, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419017.4,"Digital Age Experts, LLC",2019-18101100001S,Independent Agencies and Govt Corporations : Central Intelligence Agency,B-419017.4,Denied,"Nov 23, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Glenn G. Wolcott,"B-419017,B-419017.2,B-419017.3,B-419017.4"
https://www.gao.gov/docket/b-419417.1,"Superior Optical Labs, Inc.",36C25621Q0080,Department of Veterans Affairs,B-419417.1,Dismissed,"Nov 23, 2020","Nov 10, 2020","Feb 18, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419279.1,"Brown Developments, LLC",9ME2126,Independent Agencies and Govt Corporations : Public Buildings Service,B-419279.1,Dismissed,"Nov 23, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419383.1,"AttainX, Inc.",FDA-20-SOL-1224268,Department of Health and Human Services : Food and Drug Administration,B-419383.1,Dismissed,"Nov 23, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419249.1,"Cyberwolf Technologies, LLC",M67854-20-R-1719,Department of Defense : United States Marine Corps,B-419249.1,Withdrawn,"Nov 23, 2020","Oct 2, 2020","Jan 11, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419417.1,"Superior Optical Labs, Inc.",36C25621Q0080,Department of Veterans Affairs,B-419417.1,Dismissed,"Nov 23, 2020","Nov 10, 2020","Feb 18, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419396.1,"Acme Products and Engineering, Inc.",SPE7M3-21-T-2566,Department of Defense : Defense Logistics Agency,B-419396.1,Dismissed,"Nov 23, 2020","Oct 29, 2020","Feb 8, 2021",Bid Protest,Raymond Richards,
https://www.gao.gov/docket/b-419273.2,"Trowbridge & Trowbridge, LLC",1605DC-20-R-00020;1605dC-20-R-00020,Department of Labor,B-419273.2,Withdrawn,"Nov 23, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419017.3,QVine Corporation,2019-18101100001S,Independent Agencies and Govt Corporations : Central Intelligence Agency,B-419017.3,Denied,"Nov 23, 2020","Sep 28, 2020","Jan 6, 2021",Bid Protest,Glenn G. Wolcott,"B-419017,B-419017.2,B-419017.3,B-419017.4"
https://www.gao.gov/docket/b-419249.3,"Cyberwolf Technologies, LLC",M67854-20-R-1719,Department of Defense : United States Marine Corps,B-419249.3,Withdrawn,"Nov 23, 2020","Oct 20, 2020","Jan 28, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419249.4,"Cyberwolf Technologies, LLC",M67854-20-R-1719,Department of Defense : United States Marine Corps,B-419249.4,Withdrawn,"Nov 23, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419017.1,QVine Corporation,2019-18101100001S,Independent Agencies and Govt Corporations : Central Intelligence Agency,B-419017.1,Denied,"Nov 23, 2020","Aug 17, 2020","Nov 25, 2020",Bid Protest,Glenn G. Wolcott,"B-419017,B-419017.2,B-419017.3,B-419017.4"
https://www.gao.gov/docket/b-419047.1,Management and Technical Services Alliance- JV,70RSAT20R00000016,Department of Homeland Security,B-419047.1,Dismissed,"Nov 23, 2020","Aug 25, 2020","Dec 3, 2020",Bid Protest,Stephanie B. Magnell,
https://www.gao.gov/docket/b-419017.2,"Digital Age Experts, LLC",2019-18101100001S,Independent Agencies and Govt Corporations : Central Intelligence Agency,B-419017.2,Denied,"Nov 23, 2020","Aug 24, 2020","Dec 2, 2020",Bid Protest,Glenn G. Wolcott,"B-419017,B-419017.2,B-419017.3,B-419017.4"
https://www.gao.gov/docket/b-419043.1,"Infinity Systems Engineering, LLC",FA8810-19-R-0002,Department of the Air Force,B-419043.1,Denied,"Nov 20, 2020","Aug 24, 2020","Dec 2, 2020",Bid Protest,Heather Weiner,B-419043
https://www.gao.gov/docket/b-419273.1,"Candor Solutions, LLC",1605dC-20-R-00020,Department of Labor,B-419273.1,Withdrawn,"Nov 20, 2020","Oct 7, 2020","Jan 15, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419380.1,"NextGen Federal Systems, LLC",unknown,Department of the Air Force,B-419380.1,Withdrawn,"Nov 20, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Lois Hanshaw,
https://www.gao.gov/docket/b-419334.1,"Burgos Berger, LLC",SPE603-20-R-0504,Department of Defense : Defense Logistics Agency,B-419334.1,Dismissed,"Nov 20, 2020","Oct 14, 2020","Jan 22, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419388.1,"3MC Mobile & Mechanical Repair, LLC",70Z080-21-Q-P4504900,Department of Homeland Security : United States Coast Guard,B-419388.1,Withdrawn,"Nov 20, 2020","Oct 26, 2020","Feb 3, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419086.2,"Computer Evidence Specialists, LLC",12319820Q0043,Department of Agriculture,B-419086.2,Dismissed,"Nov 20, 2020","Oct 13, 2020","Jan 21, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419238.2,SLSCO Ltd.,W9126G20R0087,Department of the Army : Corps of Engineers,B-419238.2,Withdrawn,"Nov 20, 2020","Oct 8, 2020","Jan 19, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419373.1,"Veterans Medical Supply, Inc.",36C26021Q0031,Department of Veterans Affairs,B-419373.1,Dismissed,"Nov 20, 2020","Oct 23, 2020","Feb 1, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-419330.1,The Arbinger Company,W81K04-20-R-0019,Department of the Army,B-419330.1,Dismissed,"Nov 19, 2020","Oct 14, 2020","Jan 22, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419378.1,"Decatur Construction, Inc.",36C10FOR0055,Department of Veterans Affairs,B-419378.1,Dismissed,"Nov 19, 2020","Oct 23, 2020","Feb 1, 2021",Bid Protest,Raymond Richards,
